OrderID,CustomerID,EmployeeID,ProductID,TransactionID,Order_Date,Transaction_Time,Order_Status,PaymentMethod,ProductName,Product_Brand,Product_Description,Transaction_Amount,Product_UnitPrice,Product_quantity,Product_Total_Amount,ProductCategory
OR0930,CID1841,EID1012,PD0025,TR1809,2023/7/15,2022/11/26,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,28.98,30.44,5,152.2,General
OR1541,CID1242,EID1044,PD0025,TR0389,2023/10/23,2022/8/30,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,28.98,34.77,3,104.31,General
OR0572,CID1379,EID1020,PD0025,TR0242,2023/10/13,2023/4/5,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,67.62,56.85,5,284.25,General
OR0572,CID1535,EID1020,PD0025,TR1148,2023/10/13,2022/12/18,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,9.66,89.83,5,449.15,General
OR0463,CID1011,EID1023,PD0025,TR1073,2024/3/1,2023/10/20,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,19.32,58.4,4,233.6,General
OR0463,CID1488,EID1023,PD0025,TR1367,2024/3/1,2023/5/1,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,67.62,84.56,4,338.24,General
OR0442,CID1393,EID1034,PD0025,TR0681,2024/5/27,2022/10/11,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,48.3,43.24,7,302.68,General
OR0442,CID1823,EID1034,PD0025,TR1832,2024/5/27,2022/7/19,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,57.96,32.96,7,230.72,General
OR0059,CID1752,EID1026,PD0025,TR0774,2024/7/2,2023/6/9,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,96.6,32.54,3,97.62,General
OR0059,CID1852,EID1026,PD0025,TR0921,2024/7/2,2022/8/28,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,77.28,18.66,3,55.98,General
OR0059,CID1223,EID1026,PD0025,TR1843,2024/7/2,2022/6/27,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,77.28,15.18,3,45.54,General
OR1359,CID1282,EID1006,PD0025,TR1396,2024/5/30,2023/7/21,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,96.6,81.58,8,652.64,General
OR1128,CID1521,EID1041,PD0025,TR1501,2023/3/29,2022/8/26,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,48.3,73.73,10,737.3,General
OR0871,CID1793,EID1001,PD0025,TR0937,2024/5/29,2022/2/28,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,57.96,98.93,2,197.86,General
OR1441,CID1171,EID1019,PD0025,TR0303,2023/12/9,2022/7/20,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,28.98,21.86,2,43.72,General
OR1441,CID1787,EID1019,PD0025,TR0316,2023/12/9,2022/9/4,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,38.64,52.39,2,104.78,General
OR1441,CID1196,EID1019,PD0025,TR1413,2023/12/9,2023/6/20,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,28.98,57.94,2,115.88,General
OR0371,CID1507,EID1043,PD0025,TR1034,2024/3/10,2023/12/6,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,19.32,61.93,6,371.58,General
OR0249,CID1220,EID1016,PD0025,TR0570,2024/9/25,2023/11/10,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,96.6,10.85,7,75.95,General
OR0540,CID1065,EID1043,PD0025,TR1254,2024/5/8,2023/2/11,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,48.3,29.19,6,175.14,General
OR0540,CID1150,EID1043,PD0025,TR1944,2024/5/8,2022/10/25,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,19.32,12.74,6,76.44,General
OR0317,CID1099,EID1008,PD0025,TR0874,2023/7/18,2022/6/19,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,67.62,28.11,4,112.44,General
OR1016,CID1110,EID1034,PD0025,TR1051,2024/9/4,2022/6/5,Canceled,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,86.94,44.45,10,444.5,General
OR1005,CID1203,EID1029,PD0025,TR0654,2023/1/20,2022/1/10,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,9.66,88.65,6,531.9,General
OR1005,CID1137,EID1029,PD0025,TR0738,2023/1/20,2023/4/20,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,9.66,29.56,6,177.36,General
OR1005,CID1074,EID1029,PD0025,TR1194,2023/1/20,2023/5/9,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,67.62,91.85,6,551.1,General
OR1005,CID1166,EID1029,PD0025,TR1240,2023/1/20,2023/7/27,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,19.32,98.89,6,593.34,General
OR1005,CID1338,EID1029,PD0025,TR1584,2023/1/20,2023/12/2,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,9.66,75.59,6,453.54,General
OR1386,CID1252,EID1032,PD0025,TR1099,2024/10/23,2023/5/16,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,28.98,92.53,2,185.06,General
OR1386,CID1015,EID1032,PD0025,TR1260,2024/10/23,2023/3/11,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,77.28,66.98,2,133.96,General
OR0158,CID1257,EID1005,PD0025,TR0448,2023/4/5,2022/10/11,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,77.28,14.96,10,149.6,General
OR0158,CID1885,EID1005,PD0025,TR0829,2023/4/5,2023/9/28,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,67.62,21.48,10,214.8,General
OR0158,CID1017,EID1005,PD0025,TR1388,2023/4/5,2022/6/12,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,96.6,84.04,10,840.4,General
OR0705,CID1894,EID1017,PD0025,TR0561,2024/5/23,2023/1/18,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,77.28,75.73,8,605.84,General
OR1960,CID1439,EID1044,PD0025,TR0447,2024/5/30,2023/12/11,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,48.3,3.71,7,25.97,General
OR0443,CID1717,EID1011,PD0025,TR0182,2024/7/27,2022/11/18,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,96.6,90.35,5,451.75,General
OR1893,CID1798,EID1002,PD0025,TR0529,2024/11/4,2023/11/23,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,96.6,96.03,6,576.18,General
OR1893,CID1273,EID1002,PD0025,TR1019,2024/11/4,2023/3/27,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,57.96,54.44,6,326.64,General
OR1846,CID1612,EID1021,PD0025,TR0974,2024/12/9,2023/4/6,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,48.3,1.66,10,16.6,General
OR0135,CID1785,EID1003,PD0025,TR0435,2023/8/7,2022/11/6,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,19.32,83.42,7,583.94,General
OR0135,CID1443,EID1003,PD0025,TR1299,2023/8/7,2023/8/16,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,28.98,3.55,7,24.85,General
OR1478,CID1586,EID1036,PD0025,TR0149,2024/4/30,2022/10/8,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,28.98,21.11,10,211.1,General
OR1950,CID1763,EID1039,PD0025,TR0460,2023/1/18,2023/1/18,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,9.66,94.24,6,565.44,General
OR1840,CID1581,EID1008,PD0025,TR0158,2024/10/2,2023/10/24,Canceled,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,38.64,57.55,8,460.4,General
OR1840,CID1144,EID1008,PD0025,TR0261,2024/10/2,2023/6/17,Canceled,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,19.32,73.48,8,587.84,General
OR1840,CID1733,EID1008,PD0025,TR0508,2024/10/2,2023/12/5,Canceled,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,9.66,52.57,8,420.56,General
OR1638,CID1486,EID1041,PD0025,TR0602,2023/12/15,2023/8/9,Canceled,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,38.64,83.27,6,499.62,General
OR1638,CID1493,EID1041,PD0025,TR1755,2023/12/15,2022/1/28,Canceled,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,9.66,30.2,6,181.2,General
OR0302,CID1429,EID1024,PD0025,TR0601,2023/2/16,2023/4/15,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,38.64,11.85,8,94.8,General
OR0302,CID1451,EID1024,PD0025,TR1149,2023/2/16,2022/1/8,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,77.28,70.93,8,567.44,General
OR1109,CID1481,EID1039,PD0025,TR0467,2024/5/25,2023/12/27,Canceled,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,28.98,84.63,5,423.15,General
OR1533,CID1519,EID1045,PD0025,TR1566,2024/5/29,2022/8/26,Canceled,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,38.64,45,8,360,General
OR1533,CID1863,EID1045,PD0025,TR1893,2024/5/29,2023/7/28,Canceled,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,67.62,43.79,8,350.32,General
OR1882,CID1499,EID1027,PD0025,TR1688,2023/8/26,2023/1/22,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,38.64,86.59,10,865.9,General
OR1657,CID1315,EID1023,PD0025,TR0432,2024/4/3,2023/2/28,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,19.32,99.31,8,794.48,General
OR1657,CID1812,EID1023,PD0025,TR1430,2024/4/3,2023/3/29,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,48.3,73.43,8,587.44,General
OR1451,CID1408,EID1015,PD0025,TR0538,2024/5/5,2023/9/5,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,77.28,12.53,4,50.12,General
OR1451,CID1213,EID1015,PD0025,TR1870,2024/5/5,2022/7/8,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,28.98,36.02,4,144.08,General
OR0959,CID1824,EID1007,PD0025,TR1919,2023/3/20,2023/9/21,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,77.28,8.83,5,44.15,General
OR1071,CID1652,EID1021,PD0025,TR1097,2023/3/1,2023/6/6,Delivered,Credit Card,Pet Shampoo,FurryFriend,Gentle shampoo for all pets.,67.62,79.54,1,79.54,General
OR0447,CID1479,EID1049,PD0008,TR0291,2024/7/6,2023/2/19,Delivered,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,35.07,73.01,3,219.03,Aquatic Care
OR0447,CID1386,EID1049,PD0008,TR0873,2024/7/6,2022/2/8,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,70.14,33.38,3,100.14,Aquatic Care
OR0447,CID1468,EID1049,PD0008,TR1571,2024/7/6,2022/12/26,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,105.21,51.2,3,153.6,Aquatic Care
OR1354,CID1616,EID1004,PD0008,TR1183,2023/7/19,2023/5/30,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,105.21,28.33,1,28.33,Aquatic Care
OR1354,CID1472,EID1004,PD0008,TR1420,2023/7/19,2022/11/5,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,63.43,1,63.43,Aquatic Care
OR1090,CID1018,EID1039,PD0008,TR0419,2024/3/17,2023/10/21,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,51.77,8,414.16,Aquatic Care
OR1090,CID1365,EID1039,PD0008,TR0888,2024/3/17,2022/4/15,Delivered,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,77.93,8,623.44,Aquatic Care
OR1695,CID1659,EID1023,PD0008,TR1481,2024/12/31,2022/1/18,Pending,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,35.07,70.97,10,709.7,Aquatic Care
OR1695,CID1614,EID1023,PD0008,TR1810,2024/12/31,2023/1/24,Pending,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,32.17,10,321.7,Aquatic Care
OR1272,CID1747,EID1025,PD0008,TR0426,2023/6/28,2022/4/17,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,350.7,92.55,2,185.1,Aquatic Care
OR0741,CID1157,EID1014,PD0008,TR0783,2024/9/4,2023/1/26,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,140.28,43.9,10,439,Aquatic Care
OR0594,CID1010,EID1011,PD0008,TR0595,2024/8/15,2022/11/21,Canceled,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,175.35,79.63,4,318.52,Aquatic Care
OR0594,CID1407,EID1011,PD0008,TR0824,2024/8/15,2023/5/16,Canceled,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,350.7,32.44,4,129.76,Aquatic Care
OR1085,CID1611,EID1044,PD0008,TR0826,2023/7/12,2022/3/6,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,245.49,84.3,3,252.9,Aquatic Care
OR1867,CID1760,EID1046,PD0008,TR0112,2024/8/1,2023/11/1,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,35.07,66.45,8,531.6,Aquatic Care
OR1867,CID1537,EID1046,PD0008,TR1458,2024/8/1,2022/10/28,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,210.42,87.88,8,703.04,Aquatic Care
OR1408,CID1794,EID1023,PD0008,TR1069,2023/1/30,2022/8/11,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,35.07,4.53,1,4.53,Aquatic Care
OR1408,CID1061,EID1023,PD0008,TR1751,2023/1/30,2022/4/14,Delivered,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,70.14,63.82,1,63.82,Aquatic Care
OR0800,CID1229,EID1029,PD0008,TR1326,2023/4/25,2023/4/3,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,245.49,1.79,9,16.11,Aquatic Care
OR0947,CID1721,EID1009,PD0008,TR0726,2024/1/27,2022/9/20,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,245.49,14.55,2,29.1,Aquatic Care
OR1031,CID1088,EID1008,PD0008,TR0875,2023/11/27,2023/12/25,Delivered,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,350.7,94.37,7,660.59,Aquatic Care
OR1637,CID1382,EID1010,PD0008,TR1617,2023/4/26,2023/10/30,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,350.7,67.66,7,473.62,Aquatic Care
OR0488,CID1499,EID1025,PD0008,TR0545,2023/6/19,2023/10/19,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,315.63,27.26,3,81.78,Aquatic Care
OR0488,CID1345,EID1025,PD0008,TR1554,2023/6/19,2022/6/28,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,175.35,15.99,3,47.97,Aquatic Care
OR1603,CID1681,EID1003,PD0008,TR0080,2023/2/13,2022/5/5,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,35.07,81.57,8,652.56,Aquatic Care
OR1603,CID1194,EID1003,PD0008,TR0968,2023/2/13,2023/6/4,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,73.62,8,588.96,Aquatic Care
OR1603,CID1484,EID1003,PD0008,TR1509,2023/2/13,2022/12/26,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,245.49,28.98,8,231.84,Aquatic Care
OR0155,CID1649,EID1037,PD0008,TR1355,2023/3/13,2023/12/8,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,20.66,8,165.28,Aquatic Care
OR0640,CID1876,EID1037,PD0008,TR1232,2023/4/3,2023/11/26,Delivered,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,315.63,87.71,3,263.13,Aquatic Care
OR0640,CID1418,EID1037,PD0008,TR1294,2023/4/3,2023/4/2,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,350.7,95.13,3,285.39,Aquatic Care
OR0872,CID1438,EID1019,PD0008,TR0271,2024/12/29,2023/3/25,Shipped,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,350.7,85.86,10,858.6,Aquatic Care
OR1304,CID1342,EID1001,PD0008,TR0760,2024/7/15,2022/6/12,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,75.2,3,225.6,Aquatic Care
OR1304,CID1140,EID1001,PD0008,TR0819,2024/7/15,2022/2/1,Delivered,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,140.28,1.32,3,3.96,Aquatic Care
OR1304,CID1455,EID1001,PD0008,TR1965,2024/7/15,2022/2/17,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,35.07,7.66,3,22.98,Aquatic Care
OR1566,CID1591,EID1041,PD0008,TR0006,2024/6/16,2023/1/29,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,315.63,56.22,6,337.32,Aquatic Care
OR0566,CID1333,EID1007,PD0008,TR0451,2023/5/13,2022/3/8,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,35.07,21.65,2,43.3,Aquatic Care
OR1746,CID1531,EID1027,PD0008,TR1504,2023/3/30,2023/2/20,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,245.49,18.63,3,55.89,Aquatic Care
OR0939,CID1040,EID1012,PD0008,TR0579,2023/9/20,2023/6/18,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,350.7,42.4,4,169.6,Aquatic Care
OR0939,CID1702,EID1012,PD0008,TR1856,2023/9/20,2023/9/8,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,210.42,27.04,4,108.16,Aquatic Care
OR1001,CID1069,EID1043,PD0008,TR1331,2023/5/23,2023/9/9,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,315.63,38.65,9,347.85,Aquatic Care
OR0696,CID1693,EID1001,PD0008,TR1342,2024/7/1,2022/3/10,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,70.14,58.81,9,529.29,Aquatic Care
OR1891,CID1299,EID1009,PD0008,TR1773,2024/10/4,2023/9/17,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,175.35,64.13,10,641.3,Aquatic Care
OR1891,CID1780,EID1009,PD0008,TR1963,2024/10/4,2022/10/10,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,245.49,48.94,10,489.4,Aquatic Care
OR0910,CID1160,EID1038,PD0008,TR0473,2024/7/28,2022/7/22,Delivered,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,66.04,10,660.4,Aquatic Care
OR0910,CID1632,EID1038,PD0008,TR0684,2024/7/28,2023/5/28,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,70.14,18.83,10,188.3,Aquatic Care
OR0910,CID1719,EID1038,PD0008,TR1072,2024/7/28,2022/7/29,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,30.71,10,307.1,Aquatic Care
OR1018,CID1572,EID1012,PD0008,TR1337,2023/12/6,2023/11/18,Canceled,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,350.7,23.96,1,23.96,Aquatic Care
OR1018,CID1264,EID1012,PD0008,TR1350,2023/12/6,2023/1/8,Canceled,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,210.42,29.92,1,29.92,Aquatic Care
OR1087,CID1685,EID1043,PD0008,TR1924,2024/1/29,2022/2/22,Delivered,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,49.02,2,98.04,Aquatic Care
OR1494,CID1261,EID1007,PD0008,TR1700,2024/2/9,2023/3/30,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,245.49,79.88,1,79.88,Aquatic Care
OR1356,CID1460,EID1029,PD0008,TR1192,2024/6/15,2022/11/12,Delivered,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,35.07,39.83,4,159.32,Aquatic Care
OR1827,CID1449,EID1034,PD0008,TR0254,2024/4/26,2023/10/18,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,105.21,36.36,2,72.72,Aquatic Care
OR1827,CID1665,EID1034,PD0008,TR0437,2024/4/26,2022/10/17,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,175.35,48.61,2,97.22,Aquatic Care
OR0380,CID1568,EID1015,PD0008,TR1029,2024/2/22,2023/2/17,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,140.28,10.56,6,63.36,Aquatic Care
OR0245,CID1613,EID1026,PD0008,TR0775,2024/6/20,2023/5/31,Delivered,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,12.12,8,96.96,Aquatic Care
OR0245,CID1623,EID1026,PD0008,TR0796,2024/6/20,2022/10/1,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,210.42,88.21,8,705.68,Aquatic Care
OR0245,CID1784,EID1026,PD0008,TR1101,2024/6/20,2022/9/11,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,75.74,8,605.92,Aquatic Care
OR0349,CID1570,EID1011,PD0008,TR0225,2024/9/30,2022/10/4,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,140.28,29.44,1,29.44,Aquatic Care
OR0349,CID1422,EID1011,PD0008,TR1798,2024/9/30,2023/1/28,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,315.63,96.97,1,96.97,Aquatic Care
OR0682,CID1595,EID1000,PD0008,TR0333,2024/12/31,2022/5/30,Pending,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,350.7,66.58,8,532.64,Aquatic Care
OR0682,CID1666,EID1000,PD0008,TR1684,2024/12/31,2023/1/21,Pending,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,210.42,12.47,8,99.76,Aquatic Care
OR0682,CID1460,EID1000,PD0008,TR1880,2024/12/31,2023/8/9,Pending,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,350.7,47.01,8,376.08,Aquatic Care
OR1357,CID1363,EID1024,PD0008,TR1616,2024/5/16,2023/11/16,Canceled,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,32.57,8,260.56,Aquatic Care
OR0091,CID1607,EID1018,PD0008,TR0264,2023/11/17,2022/1/28,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,105.21,12.24,1,12.24,Aquatic Care
OR0091,CID1536,EID1018,PD0008,TR1930,2023/11/17,2022/3/15,Delivered,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,175.35,70,1,70,Aquatic Care
OR0650,CID1841,EID1048,PD0008,TR0560,2024/8/20,2023/12/1,Canceled,Bank Transfer,Fish Tank,HappyPaws,Glass tank for small to medium fish.,245.49,70.78,4,283.12,Aquatic Care
OR0650,CID1355,EID1048,PD0008,TR1664,2024/8/20,2022/6/14,Canceled,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,245.49,77.59,4,310.36,Aquatic Care
OR0650,CID1079,EID1048,PD0008,TR1922,2024/8/20,2022/9/4,Canceled,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,210.42,48.89,4,195.56,Aquatic Care
OR1455,CID1348,EID1028,PD0008,TR0727,2024/5/8,2022/7/25,Delivered,Credit Card,Fish Tank,HappyPaws,Glass tank for small to medium fish.,280.56,80.67,1,80.67,Aquatic Care
OR1455,CID1042,EID1028,PD0008,TR1923,2024/5/8,2023/6/18,Delivered,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,105.21,49.43,1,49.43,Aquatic Care
OR1015,CID1193,EID1007,PD0008,TR0281,2024/10/9,2023/5/5,Canceled,Apple Pay,Fish Tank,HappyPaws,Glass tank for small to medium fish.,350.7,41.79,6,250.74,Aquatic Care
